순번,년도,모델명,제조사,유종,배기량,복합연비,등급,평균주행거리(km),전비(km/kWh),에너지단가(원/kWh),1년 유지비(원)
938,2024,아이오닉6 항속형 RWD 18인치,현대,전기,0.0,6.05,1등급,15000,5.5,347.2,946909.0909090909
939,2024,아이오닉6 항속형 RWD 20인치,현대,전기,0.0,5.205,2등급,15000,5.5,347.2,946909.0909090909
940,2024,이엔1톤롱바디카고,(주)이엔플러스,전기,0.0,2.895,5등급,15000,2.895,347.2,1798963.7305699482
941,2024,이엔플러스EV1톤롱바디트럭,(주)이엔플러스,전기,0.0,3.05,5등급,15000,3.05,347.2,1707540.9836065576
942,2024,이티4밴,Brilliance Shineray,전기,0.0,4.515,3등급,15000,4.515,347.2,1153488.3720930233
943,2024,이티4밴 미니,Brilliance Shineray,전기,0.0,5.35,2등급,15000,5.35,347.2,973457.9439252337
944,2024,이티4밴 프로,Brilliance Shineray,전기,0.0,5.415,2등급,15000,5.415,347.2,961772.8531855956
945,2024,이티밴,Brilliance Shineray,전기,0.0,4.515,3등급,15000,4.515,347.2,1153488.3720930233
946,2024,이티밴 미니,Brilliance Shineray,전기,0.0,5.35,2등급,15000,5.35,347.2,973457.9439252337
947,2024,이티밴 프로,Brilliance Shineray,전기,0.0,5.415,2등급,15000,5.415,347.2,961772.8531855956
948,2024,제인모터스칼마토EV1톤내장탑차,제인모터스,전기,0.0,2.33,5등급,15000,2.33,347.2,2235193.13304721
949,2024,젤라,장조우 닛산,전기,0.0,2.63,5등급,15000,2.63,347.2,1980228.1368821294
950,2024,젤라 피이백,장조우 닛산,전기,0.0,3.385,4등급,15000,3.385,347.2,1538552.437223043
951,2024,짚 어벤저,크라이슬러,전기,0.0,5.04,2등급,15000,5.04,347.2,1033333.3333333333
952,2024,캐스퍼(AX1) EV 항속형 15인치,현대,전기,0.0,5.615,2등급,15000,5.615,347.2,927515.5832591273
953,2024,캐스퍼(AX1) EV 항속형 17인치,현대,전기,0.0,5.25,2등급,15000,5.25,347.2,992000.0
954,2024,코나 일렉트릭(N-Line) 19인치,현대,전기,0.0,4.74,3등급,15000,5.6,347.2,930000.0000000001
955,2024,코나(SX2) 일렉트릭(기본형) 17인치,현대,전기,0.0,5.515,2등급,15000,5.6,347.2,930000.0000000001
956,2024,코나(SX2) 일렉트릭(항속형) 17인치,현대,전기,0.0,5.605,2등급,15000,5.6,347.2,930000.0000000001
957,2024,코나(SX2) 일렉트릭(항속형) 17인치(빌트인캠),현대,전기,0.0,5.605,2등급,15000,5.6,347.2,930000.0000000001
958,2024,코나(SX2) 일렉트릭(항속형) 19인치,현대,전기,0.0,4.84,3등급,15000,5.6,347.2,930000.0000000001
959,2024,코란도 EV 2WD,케이지모빌리티,전기,0.0,4.795,3등급,15000,4.795,347.2,1086131.3868613138
960,2024,코란도 e-motion 2WD Heat Pump,케이지모빌리티,전기,0.0,4.85,3등급,15000,4.85,347.2,1073814.4329896907
961,2024,코란도 e-motion 2WD Heat Pump,케이지모빌리티,전기,0.0,4.95,3등급,15000,4.95,347.2,1052121.212121212
962,2024,코란도 e-motion 2WD Non Heat Pump,케이지모빌리티,전기,0.0,5.005,3등급,15000,5.005,347.2,1040559.4405594406
963,2024,타이칸,포르쉐,전기,0.0,3.09,5등급,15000,3.09,347.2,1685436.8932038834
964,2024,타이칸 (5인승),포르쉐,전기,0.0,3.09,5등급,15000,3.09,347.2,1685436.8932038834
965,2024,타이칸 (5인승),포르쉐,전기,0.0,4.565,3등급,15000,4.565,347.2,1140854.3263964949
966,2024,타이칸 (High),포르쉐,전기,0.0,2.99,5등급,15000,2.99,347.2,1741806.0200668892
967,2024,"타이칸 (High, 5인승)",포르쉐,전기,0.0,2.99,5등급,15000,2.99,347.2,1741806.0200668892
968,2024,타이칸 4S,포르쉐,전기,0.0,2.955,5등급,15000,2.955,347.2,1762436.5482233502
969,2024,타이칸 4S (5인승),포르쉐,전기,0.0,2.955,5등급,15000,2.955,347.2,1762436.5482233502
970,2024,타이칸 4S (High),포르쉐,전기,0.0,2.89,5등급,15000,2.89,347.2,1802076.1245674738
971,2024,"타이칸 4S (High, 5인승)",포르쉐,전기,0.0,2.89,5등급,15000,2.89,347.2,1802076.1245674738
972,2024,타이칸 GTS,포르쉐,전기,0.0,3.155,5등급,15000,3.155,347.2,1650713.1537242474
973,2024,타이칸 GTS (5인승),포르쉐,전기,0.0,3.155,5등급,15000,3.155,347.2,1650713.1537242474
974,2024,타이칸 크로스 투리스모,포르쉐,전기,0.0,2.9,5등급,15000,2.9,347.2,1795862.0689655172
975,2024,타이칸 크로스 투리스모 (5인승),포르쉐,전기,0.0,2.9,5등급,15000,2.9,347.2,1795862.0689655172
976,2024,타이칸 크로스 투리스모 4S,포르쉐,전기,0.0,2.9,5등급,15000,2.9,347.2,1795862.0689655172
977,2024,타이칸 크로스 투리스모 4S (5인승),포르쉐,전기,0.0,2.9,5등급,15000,2.9,347.2,1795862.0689655172
978,2024,타이칸 크로스 투리스모 터보,포르쉐,전기,0.0,2.755,5등급,15000,2.755,347.2,1890381.1252268602
979,2024,타이칸 크로스 투리스모 터보 (5인승),포르쉐,전기,0.0,2.755,5등급,15000,2.755,347.2,1890381.1252268602
980,2024,타이칸 터보,포르쉐,전기,0.0,2.9,5등급,15000,2.9,347.2,1795862.0689655172
981,2024,타이칸 터보 (5인승),포르쉐,전기,0.0,2.9,5등급,15000,2.9,347.2,1795862.0689655172
982,2024,타이칸 터보 S,포르쉐,전기,0.0,2.845,5등급,15000,2.845,347.2,1830579.964850615
983,2024,타이칸 터보 S (5인승),포르쉐,전기,0.0,2.845,5등급,15000,2.845,347.2,1830579.964850615
984,2024,테라밴,DongfengLiuzhou Motor,전기,0.0,3.395,5등급,15000,3.395,347.2,1534020.6185567009
985,2024,테라밴키즈,DongfengLiuzhou Motor,전기,0.0,3.395,5등급,15000,3.395,347.2,1534020.6185567009
986,2024,테라밴키즈11,DongfengLiuzhou Motor,전기,0.0,3.395,5등급,15000,3.395,347.2,1534020.6185567009
987,2024,토레스 EVX 2WD 18인치타이어,케이지모빌리티,전기,0.0,5.05,2등급,15000,5.05,347.2,1031287.1287128713
988,2024,토레스 EVX 2WD 20인치타이어,케이지모빌리티,전기,0.0,4.84,3등급,15000,4.84,347.2,1076033.0578512396
989,2024,토레스 EVX VAN 18인치타이어,케이지모빌리티,전기,0.0,4.94,3등급,15000,4.94,347.2,1054251.0121457488
990,2024,토레스 EVX VAN 20인치타이어,케이지모빌리티,전기,0.0,4.84,3등급,15000,4.84,347.2,1076033.0578512396
991,2024,파워프라자 라보 ev PEACE,한국지엠,전기,0.0,3.53,4등급,15000,3.53,347.2,1475354.1076487254
992,2024,파워프라자 봉고3ev PEACE,(주)파워프라자,전기,0.0,2.345,5등급,15000,2.345,347.2,2220895.5223880596
993,2024,파워프라자 봉고3ev PEACE 더블캡,(주)파워프라자,전기,0.0,2.045,5등급,15000,2.045,347.2,2546699.2665036675
994,2024,포터 일렉트릭 22MY,현대,전기,0.0,3.195,5등급,15000,3.195,347.2,1630046.9483568075
995,2024,포터일렉트릭,현대,전기,0.0,3.195,5등급,15000,3.195,347.2,1630046.9483568075
996,2024,포터일렉트릭 24MY,현대,전기,0.0,3.195,5등급,15000,3.195,347.2,1630046.9483568075
997,2024,포텐스,(주)진우에스엠씨,전기,0.0,4.68,초소형,15000,4.68,347.2,1112820.512820513
998,2024,포트로 탑(HMT-250T),(주)디피코,전기,0.0,4.335,초소형,15000,4.335,347.2,1201384.0830449827
999,2024,포트로 픽업(HMT-250P),(주)디피코,전기,0.0,4.335,초소형,15000,4.335,347.2,1201384.0830449827
1000,2024,포트로(HMT-101),(주)디피코,전기,0.0,3.98,초소형,15000,3.98,347.2,1308542.7135678392
1001,2024,플러스(PLUS),(주) 한신자동차,전기,0.0,2.545,5등급,15000,2.545,347.2,2046365.4223968566
1002,2024,플러스2.0(카고),(주) 한신자동차,전기,0.0,2.475,5등급,15000,2.475,347.2,2104242.424242424
1003,2024,플러스2.0(카고),(주) 한신자동차,전기,0.0,2.52,5등급,15000,2.52,347.2,2066666.6666666665
1004,2024,한국상용0.9톤롱바디EV내장탑트럭,현대,전기,0.0,2.195,5등급,15000,2.195,347.2,2372665.1480637817
1005,2024,한국상용1톤롱바디EV트럭,현대,전기,0.0,2.795,5등급,15000,2.795,347.2,1863327.3703041147
1006,2024,한국쓰리축1톤롱바디EV트럭(봉고),주식회사 한국쓰리축,전기,0.0,2.895,5등급,15000,2.895,347.2,1798963.7305699482
1007,2024,한국쓰리축1톤롱바디EV트럭(포터),주식회사 한국쓰리축,전기,0.0,2.84,5등급,15000,2.84,347.2,1833802.8169014084
